 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 214, arg: 140728018409360
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 200, arg: 139717547139136
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409696
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018405312
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 41, arg: 140728018409664
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 214, arg: 140728018410832
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 200, arg: 139717547139136
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018411168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406720
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406720
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018411152
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399216
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018397216
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399024
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399472
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399456
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399088
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399088
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 201, arg: 140728018403600
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 215, arg: 140728018402960
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403808
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399472
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399472
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399344
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399088
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399088
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 201, arg: 140728018403600
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403872
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399440
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399216
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398992
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398048
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398560
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398512
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398976
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398192
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398192
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398192
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398192
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398192
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398000
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398544
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398720
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398976
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398976
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398784
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398304
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398768
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398752
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398672
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398512
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018389408
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399024
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398592
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403264
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018403152
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403280
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399024
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398928
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403392
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018403392
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399008
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399072
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398752
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018399472
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404640
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404640
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404016
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018398144
 memmap_init_zone_device initialised 10387456 pages in 84ms
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018410608
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018411136
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406720
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407600
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407648
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407408
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407696
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407104
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406800
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407408
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018407104
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406384
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406400
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018406448
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018407584
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018407312
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018407312
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018407808
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409936
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409920
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406208
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018401712
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406288
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 94, arg: 140728018406240
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018405760
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018401264
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018405840
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402080
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406656
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018408896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404880
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406992
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402496
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018407072
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406992
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402496
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018407072
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402080
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406656
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018408896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404880
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402080
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406656
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018408896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404880
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402080
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406656
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018408896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404880
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018409168
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404816
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018404896
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 74, arg: 140728018406576
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 42, arg: 140728018402080
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 78, arg: 140728018406656
 --follow ioctl 1. nvidia_ioctl in nv.c cmd: 43, arg: 140728018408896
